linker,family,smiles,MW,logP,TPSA,n_rings,temperature,time_h,concentration_M,solvent_DMF,expected_yield,yield,purity,reproducibility
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,12,0.4,0,0.10505013949257598,0.11735920337080848,0.2926398929808854,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,12,0.4,0,0.5475808862430775,0.5429064962188895,0.6786097161070043,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,12,0.4,1,0.4108206926579243,0.4138271393558669,0.3243753447069018,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,12,0.4,1,0.26833423939767936,0.2515309433826316,0.5397927701637544,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,12,0.4,1,0.36762446658485776,0.4676244665848578,0.5598012847057241,0.25
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,12,0.4,1,0.41045647513626077,0.4247523304762511,0.6540893019738554,0.25
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,12,0.4,1,0.4148456555930405,0.3892481460662127,0.5292163114544333,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,12,0.4,1,0.40988975214464923,0.3991409929747552,0.6643452792741149,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,12,0.4,1,0.4583132181451314,0.4556372165339829,0.47425849877711096,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,12,0.4,1,0.4583132181451314,0.5583132181451314,0.519536088794732,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,12,0.4,1,0.414650139492576,0.42848499909090393,0.38039703512532186,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,12,0.4,1,0.3499808862430775,0.35160759252791035,0.6396443771971813,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,12,0.45,0,0.18306799955952968,0.0,0.24970123495255162,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,12,0.45,0,0.3901974048253732,0.3839996238751708,0.5163219115375391,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,12,0.45,0,0.5765954325779493,0.0,0.4598873487733266,1.0
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,12,0.45,0,0.23644447992665837,0.16551113594866085,0.527151263851432,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,12,0.45,0,0.19448926518485177,0.22422905006497235,0.45701372233831766,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,12,0.45,0,0.17474075635604877,0.19888548509429335,0.62370090888669,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,12,0.45,0,0.13878804481661322,0.0,0.4458541093442421,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,12,0.45,0,0.13878804481661322,0.23878804481661323,0.5456102060438581,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,12,0.45,0,0.07707978918054557,0.0,0.26763926389333037,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,12,0.45,0,0.5469250848316197,0.552771108802388,0.6444373244365054,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,12,0.45,1,0.38306799955952964,0.0,0.27172394842903413,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,12,0.45,1,0.2650213326346541,0.3650213326346541,0.4665932010912797,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,12,0.45,1,0.3669954325779493,0.3791450606352228,0.47477758285451904,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,12,0.45,1,0.3453825989001084,0.33395781136083735,0.6009956303497999,1.0
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,12,0.45,1,0.38863477877789004,0.4186499813185917,0.44546685571763744,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,12,0.45,1,0.38059524276301054,0.4138478063448674,0.6714478770649127,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,12,0.45,1,0.39666428276351334,0.38062078995380205,0.40377110813251677,1.0
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,12,0.45,1,0.39666428276351334,0.44055196043785927,0.5507467762133846,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,12,0.45,1,0.3866797891805456,0.48667978918054555,0.2994504015519183,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,12,0.45,1,0.3493250848316197,0.2445275593821338,0.6042749060064802,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,12,0.5,0,0.17521396822483384,0.16046734177890942,0.24689025097051287,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,12,0.5,0,0.389587704247902,0.39150039366911854,0.4646356071721876,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,12,0.5,0,0.5765189112453538,0.5829145937928745,0.5479806050963901,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,12,0.5,0,0.2102336031115079,0.18770972167552902,0.5601548998380125,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,12,0.5,0,0.18619889877600618,0.1303392291432043,0.4166342855091914,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,12,0.5,0,0.1673230600955027,0.1433349416941263,0.5387229515732513,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,12,0.5,0,0.1172026168511952,0.1495907869343707,0.3750188040056147,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,12,0.5,0,0.1172026168511952,0.21720261685119518,0.5230008246676271,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,12,0.5,0,0.06448828953405175,0.05468709132508143,0.27153059920226824,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,12,0.5,0,0.5468453072721053,0.6468453072721053,0.6321437554382973,1.0
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,12,0.5,1,0.3752139682248339,0.47521396822483386,0.3267453527419569,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,12,0.5,1,0.26441163205718293,0.2854808828155844,0.44226146201617866,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,12,0.5,1,0.3669189112453538,0.2568432378717477,0.48754041063980785,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,12,0.5,1,0.3160880895184697,0.22126166266292877,0.5138242435706535,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,12,0.5,1,0.38121708251734393,0.0,0.4148895956793461,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,12,0.5,1,0.37230487635416487,0.0,0.5453861132780407,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,12,0.5,1,0.3689115896651187,0.0,0.40424748450489273,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,12,0.5,1,0.3689115896651187,0.33612063537593145,0.534379025033148,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,12,0.5,1,0.3740882895340517,0.3880016821902339,0.36580965546902977,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,12,0.5,1,0.3492453072721053,0.4492453072721053,0.6074393748403958,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,24,0.05,0,0.22206322973783787,0.19395122678238952,0.5142412755251955,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,24,0.05,0,0.4676013813364553,0.3273209669355187,0.6454199285448943,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,24,0.05,0,0.661347225468133,0.6489832748373343,0.8111212461908176,1.0
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,24,0.05,0,0.20889438530090715,0.23412716318906032,0.7642691911746963,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,24,0.05,0,0.23348449536315996,0.2831849083157958,0.7101741028551992,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,24,0.05,0,0.21373598653435696,0.14961519057404987,0.4890153298885842,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,24,0.05,0,0.13023205720677836,0.23023205720677836,0.6695167045334705,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,24,0.05,0,0.13023205720677836,0.1434228732392874,0.5673875745837454,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,24,0.05,0,0.0680237387942381,0.0,0.5311577645140517,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,24,0.05,0,0.6299425589152194,0.6638461482952652,0.7415235729503723,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,24,0.05,1,0.42206322973783783,0.5009316267440918,0.612662500831501,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,24,0.05,1,0.3312727345712946,0.34485902755105363,0.7039920714122656,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,24,0.05,1,0.45174722546813295,0.45876840491102405,0.711689776426822,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,24,0.05,1,0.3138762015595694,0.0,0.7232431412075563,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,24,0.05,1,0.42763000895619824,0.44948886652038045,0.739754979602524,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,24,0.05,1,0.41959047294131874,0.0,0.5653358823634869,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,24,0.05,1,0.38019568972410284,0.266136982806872,0.6745835860267271,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,24,0.05,1,0.38019568972410284,0.3910484660141821,0.5968986878571119,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,24,0.05,1,0.37762373879423805,0.47762373879423803,0.5563603998636707,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,24,0.05,1,0.43234255891521944,0.37586976261636107,0.6535495594680168,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,24,0.1,0,0.2498159228362325,0.29064408205787773,0.48252685947441837,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,24,0.1,0,0.4936055015462687,0.3455238510823881,0.676964421842027,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,24,0.1,0,0.6956331803270757,0.7956331803270756,0.5546461170752186,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,24,0.1,0,0.21631208156145326,0.3163120815614533,0.7402820336834376,1.0
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,24,0.1,0,0.26277900474479876,0.0,0.5904478892343901,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,24,0.1,0,0.23994686334950743,0.22334508208977322,0.4983632487775239,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,24,0.1,0,0.13634074824487513,0.23634074824487514,0.6000443447468842,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,24,0.1,0,0.13634074824487513,0.1013581389050932,0.44223582984706244,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,24,0.1,0,0.07158714189979457,0.17158714189979457,0.42266106109221563,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,24,0.1,0,0.6656874905766703,0.6970679991069202,0.7175583268466007,1.0
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,24,0.1,1,0.4498159228362325,0.45077671004711245,0.5056801991983437,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,24,0.1,1,0.35727685478110804,0.2717357758493064,0.6433137985951074,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,24,0.1,1,0.48603318032707565,0.41849527811577547,0.672525178947728,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,24,0.1,1,0.322166567968415,0.2981190008513265,0.6835114163738328,0.25
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,24,0.1,1,0.4538408857713487,0.5538408857713487,0.6775369263737088,0.75
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,24,0.1,1,0.4488849823229575,0.45485754015785806,0.5937903104640184,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,24,0.1,1,0.38804972105879865,0.3922879147791652,0.6793539713247883,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,24,0.1,1,0.38804972105879865,0.34857070555169145,0.5145181953961502,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,24,0.1,1,0.3811871418997946,0.3855800914438419,0.482878729875182,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,24,0.1,1,0.4680874905766704,0.32766124340366926,0.6614617244445542,1.0
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,24,0.15,0,0.3114648582178506,0.4114648582178506,0.43461884012111873,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,24,0.15,0,0.5268376738089142,0.562214884957474,0.6287509940039429,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,24,0.15,0,0.7123108894616011,0.687783269651611,0.6942860888212203,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,24,0.15,0,0.24252295837660376,0.27505484070746766,0.6983711368673866,1.0
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,24,0.15,0,0.32785288098095117,0.30625601952981135,0.5866313104602644,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,24,0.15,0,0.29817085787659114,0.3025921004741734,0.5481078412215526,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,24,0.15,0,0.15792617621029317,0.2579261762102932,0.6229052862570528,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,24,0.15,0,0.15792617621029317,0.16074220185496035,0.4478240126123933,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,24,0.15,0,0.08417864154628843,0.12998725360031083,0.39180282411432915,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,24,0.15,0,0.6830748894616012,0.7830748894616012,0.5144968030375991,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,24,0.15,1,0.5114648582178506,0.6114648582178506,0.5193700577876024,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,24,0.15,1,0.39050902704375356,0.3075601602530784,0.6151152436347207,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,24,0.15,1,0.5027108894616011,0.5295549907935081,0.6680612417578927,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,24,0.15,1,0.3514610773500538,0.37437836317319223,0.7354988636836448,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,24,0.15,1,0.5120648802984324,0.5170302261298697,0.6887748515920151,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,24,0.15,1,0.5139588585591099,0.0,0.5649182821241573,0.75
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,24,0.15,1,0.41580241415719327,0.4637546493368981,0.6595193780762852,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,24,0.15,1,0.41580241415719327,0.36218605820375493,0.49917305135300916,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,24,0.15,1,0.3937786415462884,0.3702472912873063,0.49602258157352414,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,24,0.15,1,0.4854748894616012,0.44148453086703576,0.680219198572364,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,24,0.2,0,0.39024960555329347,0.4013888183528385,0.4287239381443513,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,24,0.2,0,0.5430027917175464,0.5290065161655005,0.6738230286461324,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,24,0.2,0,0.6956331803270757,0.7956331803270756,0.8711333481253749,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,24,0.2,0,0.3007469529036875,0.30128114587364324,0.7513892983134552,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,24,0.2,0,0.4110145587239187,0.40385034858614377,0.580532014233621,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,24,0.2,0,0.37257867480450946,0.38975968682382645,0.5301765833501513,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,24,0.2,0,0.2058753481737739,0.18390944384469524,0.6072618477949012,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,24,0.2,0,0.2058753481737739,0.17335807074004994,0.46388035757598667,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,24,0.2,0,0.11214899185831889,0.12819917106073977,0.3926436652383934,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,24,0.2,0,0.6656874905766703,0.7656874905766703,0.5123310865224447,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,24,0.2,1,0.5902496055532934,0.6195288418810174,0.48729259966757343,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,24,0.2,1,0.4066741449523857,0.41671754374661324,0.6520348022105908,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,24,0.2,1,0.48603318032707565,0.5860331803270756,0.6512258527777808,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,24,0.2,1,0.4165349535862062,0.5165349535862062,0.7299419477151433,0.25
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,24,0.2,1,0.5864726972263508,0.4105308880584455,0.6394919768128071,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,24,0.2,1,0.5971205363020774,0.6093463919783416,0.6691906725370194,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,24,0.2,1,0.4774513495388114,0.465534570025921,0.6434410603665435,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,24,0.2,1,0.4774513495388114,0.4187202085271181,0.4885487965856162,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,24,0.2,1,0.4217489918583188,0.42408299474224537,0.5367545263236967,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,24,0.2,1,0.4680874905766704,0.45426957664826423,0.724722215419796,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,24,0.25,0,0.4285728520751819,0.5285728520751819,0.45422434877956414,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,24,0.25,0,0.5268376738089142,0.5502582225643147,0.6576224123328245,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,24,0.25,0,0.661347225468133,0.6499398475409999,0.659787286420531,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,24,0.25,0,0.3751547698316058,0.0,0.6538704151234227,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,24,0.25,0,0.45146687449702316,0.31602681214791617,0.6143775972042548,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,24,0.25,0,0.4087728520751819,0.2861409964526273,0.5686028094020515,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,25,24,0.25,0,0.26715237387911833,0.36715237387911837,0.5380000274670346,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,25,24,0.25,0,0.26715237387911833,0.0,0.48830361879172063,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,25,24,0.25,0,0.14789392351976977,0.24789392351976977,0.4617078539984946,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,25,24,0.25,0,0.6299425589152194,0.6514936828978233,0.7638295576661431,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,25,24,0.25,1,0.6285728520751819,0.6016481688484661,0.44538384620924015,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,25,24,0.25,1,0.39050902704375356,0.27335631893062745,0.6673133145682347,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,25,24,0.25,1,0.45174722546813295,0.46450993026733717,0.6087455571731232,1.0
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,25,24,0.25,1,0.49969663132917364,0.5029549282239942,0.7432923979122786,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,25,24,0.25,1,0.6226668744970232,0.59999181290536,0.603776919683373,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,25,24,0.25,1,0.6375728520751819,0.664717171077009,0.7031819845970526,0.25
